I1,I2,La,Lb,Mab,FLUX_in_RCORE,FLUX_in_LCORE,FLUX_in_UCORE,Leak_R,Leak_L
-100,-80,2.03E-04,1.72E-04,-9.94E-05,1.664004752,-0.803098967,-1.635928436,-0.026044604,-0.024271597
-100,-60,2.01E-04,1.47E-04,-8.65E-05,1.784957125,-1.092957926,-1.803708509,-0.023022331,-0.018806059
-100,-40,1.83E-04,1.22E-04,-6.79E-05,1.840681345,-1.253057411,-1.892491956,-0.0204595,-0.013624313
-100,-20,1.63E-04,1.03E-04,-5.19E-05,1.87752072,-1.422571334,-1.950853718,-0.018213834,-0.008606552
-100,0,1.44E-04,9.27E-05,-4.10E-05,1.90587665,-1.575618453,-1.994905801,-0.016602618,-0.004155518
-100,20,1.23E-04,8.48E-05,-3.18E-05,1.924879637,-1.689892762,-2.027620798,-0.014806847,-6.61E-05
-100,40,1.05E-04,7.98E-05,-2.52E-05,1.938954412,-1.77817894,-2.05149556,-0.013355437,0.003307661
-100,60,8.73E-05,7.64E-05,-2.01E-05,1.947673485,-1.852394836,-2.063995002,-0.012338549,0.005944413
-100,80,7.82E-05,7.42E-05,-1.73E-05,1.956064315,-1.916033415,-2.073717476,-0.011219874,0.008748959
-100,100,7.24E-05,7.24E-05,-1.56E-05,1.963233444,-1.962140832,-2.086738446,-0.010457508,0.010664309
-100,120,6.59E-05,7.08E-05,-1.38E-05,1.968914244,-2.005171584,-2.09815196,-0.009741643,0.012221906
-100,140,6.13E-05,6.94E-05,-1.25E-05,1.973936919,-2.042481854,-2.102641343,-0.009139527,0.01400272
-100,160,5.75E-05,6.80E-05,-1.14E-05,1.977941445,-2.067391961,-2.106787541,-0.008508511,0.015315859
-100,180,5.35E-05,6.67E-05,-1.04E-05,1.981821585,-2.092828762,-2.113482735,-0.008026314,0.0164592
-100,200,5.00E-05,6.55E-05,-9.52E-06,1.985192032,-2.113501243,-2.118387946,-0.007579281,0.017227912
-100,220,4.79E-05,6.44E-05,-8.91E-06,1.98865379,-2.133042243,-2.126351855,-0.007155707,0.01812263
-100,240,4.60E-05,6.34E-05,-8.39E-06,1.991203988,-2.150562953,-2.127565827,-0.006877236,0.019277881
-100,260,4.41E-05,6.26E-05,-7.90E-06,1.993977063,-2.165857492,-2.131493833,-0.006522842,0.020114113
-80,-260,5.41E-05,1.49E-04,-2.56E-05,-1.129488195,2.127085149,1.967012767,-0.025692114,-0.034583845
-80,-240,5.80E-05,1.53E-04,-2.84E-05,-1.372091686,2.086298981,1.961331165,-0.02628358,-0.037020413
-80,-220,6.42E-05,1.57E-04,-3.24E-05,-1.157397663,2.08006344,1.939768672,-0.025448114,-0.033916457
-80,-200,7.06E-05,1.63E-04,-3.70E-05,-1.105157548,2.05289645,1.92566447,-0.025218009,-0.032608878
-80,-180,7.86E-05,1.68E-04,-4.25E-05,-1.080040401,2.01716209,1.901100221,-0.025068652,-0.031810167
-80,-160,9.05E-05,1.76E-04,-5.06E-05,-1.035016268,1.963654978,1.87338494,-0.024883281,-0.030758284
-80,-140,1.04E-04,1.82E-04,-5.96E-05,-1.009672499,1.909570272,1.828714446,-0.024703496,-0.029502001
-80,-120,1.32E-04,1.91E-04,-7.61E-05,-0.95850891,1.828997537,1.767992872,-0.024309174,-0.027860498
-80,-100,1.72E-04,2.03E-04,-9.94E-05,-0.803048228,1.663091466,1.634893795,-0.024113657,-0.02607226
-80,-80,0.000207844,0.000207732,-0.000117208,0.401222029,0.402046672,-0.001586566,-0.023382777,-0.023265116
-80,-60,2.17E-04,1.92E-04,-1.14E-04,1.635199728,-0.985624971,-1.674083394,-0.020503316,-0.018462743
-80,-40,2.05E-04,1.62E-04,-9.42E-05,1.746430775,-1.216300689,-1.832224585,-0.018423448,-0.013121878
-80,-20,1.79E-04,1.35E-04,-7.17E-05,1.80196091,-1.396706005,-1.915956715,-0.016102921,-0.008159141
-80,0,1.57E-04,1.14E-04,-5.41E-05,1.833921243,-1.550282114,-1.965706364,-0.014213165,-0.003549364
-80,20,1.33E-04,9.89E-05,-4.02E-05,1.859925632,-1.658176477,-2.006273354,-0.0127011,0.000562964
-80,40,1.11E-04,8.99E-05,-3.03E-05,1.880412114,-1.760788175,-2.036448971,-0.011319903,0.004172252
-80,60,9.21E-05,8.45E-05,-2.36E-05,1.894988234,-1.83854333,-2.050209082,-0.010275595,0.006989875
-80,80,8.09E-05,8.09E-05,-1.97E-05,1.907018825,-1.906552444,-2.06611703,-0.009425385,0.00964412
-80,100,7.42E-05,7.82E-05,-1.74E-05,1.917034864,-1.95480676,-2.07617072,-0.008517706,0.011193446
-80,120,6.80E-05,7.61E-05,-1.54E-05,1.924134634,-1.997932907,-2.084782118,-0.007877244,0.013142348
-80,140,6.25E-05,7.45E-05,-1.38E-05,1.930258885,-2.03627873,-2.09248209,-0.007246509,0.014945704
-80,160,5.85E-05,7.32E-05,-1.26E-05,1.934903812,-2.064487222,-2.099155536,-0.006647845,0.016118673
-80,180,5.46E-05,7.20E-05,-1.15E-05,1.93902662,-2.089164444,-2.105513897,-0.006133416,0.017287318
-80,200,5.07E-05,7.10E-05,-1.05E-05,1.942610561,-2.111212248,-2.111263384,-0.005750594,0.018165166
-80,220,4.85E-05,7.00E-05,-9.86E-06,1.945835965,-2.130969837,-2.116534179,-0.005337795,0.019127268
-80,240,4.65E-05,6.92E-05,-9.30E-06,1.948904002,-2.147950722,-2.121138896,-0.004962479,0.020008566
-80,260,4.46E-05,6.84E-05,-8.77E-06,1.951674066,-2.164319043,-2.125298469,-0.004653994,0.020952733
-60,-260,5.20E-05,1.39E-04,-2.24E-05,-1.29715517,2.133771289,2.009735255,-0.020522042,-0.032464642
-60,-240,5.51E-05,1.42E-04,-2.45E-05,-1.276157571,2.116714481,1.996443335,-0.020324316,-0.031447381
-60,-220,6.03E-05,1.47E-04,-2.78E-05,-1.265638405,2.095150235,1.984229779,-0.020103392,-0.03067786
-60,-200,6.60E-05,1.52E-04,-3.17E-05,-1.261775521,2.063370744,1.972423623,-0.020120865,-0.030345869
-60,-180,7.25E-05,1.58E-04,-3.63E-05,-1.145914896,2.030520415,1.95578659,-0.019845141,-0.029491886
-60,-160,8.27E-05,1.66E-04,-4.33E-05,-1.184426192,1.983559247,1.932501148,-0.019704969,-0.028301632
-60,-140,9.36E-05,1.74E-04,-5.13E-05,-1.179266075,1.945576181,1.905152567,-0.01936072,-0.026487453
-60,-120,1.11E-04,1.85E-04,-6.37E-05,-1.142288112,1.880399435,1.863296865,-0.019072548,-0.024906561
-60,-100,1.47E-04,2.01E-04,-8.65E-05,-1.113565288,1.790978564,1.803426256,-0.018711564,-0.022867244
-60,-80,1.92E-04,2.17E-04,-1.14E-04,-0.985478309,1.634027722,1.672313124,-0.018364297,-0.020794181
-60,-60,0.000220684,0.000220572,-0.00012852,0.300826041,0.301078052,-0.000163257,-0.017432229,-0.017545958
-60,-40,2.29E-04,2.07E-04,-1.25E-04,1.582844696,-1.117826669,-1.709618195,-0.015242747,-0.012684078
-60,-20,2.05E-04,1.77E-04,-1.01E-04,1.691742789,-1.336026185,-1.848869704,-0.013102787,-0.007536033
-60,0,1.76E-04,1.47E-04,-7.55E-05,1.747457313,-1.507545114,-1.931913408,-0.011513272,-0.002758722
-60,20,1.48E-04,1.25E-04,-5.54E-05,1.784892445,-1.639946555,-1.977440393,-0.0101753,0.001229827
-60,40,1.21E-04,1.10E-04,-4.03E-05,1.807784287,-1.743141892,-2.016460956,-0.008792939,0.00482887
-60,60,9.90E-05,9.90E-05,-2.98E-05,1.826357845,-1.825331329,-2.03441011,-0.007677977,0.007837804
-60,80,8.45E-05,9.21E-05,-2.36E-05,1.839835485,-1.893939214,-2.050745101,-0.006817065,0.010312047
-60,100,7.64E-05,8.72E-05,-2.01E-05,1.850848142,-1.946877046,-2.064128985,-0.006072785,0.012402485
-60,120,7.03E-05,8.40E-05,-1.77E-05,1.86275961,-1.99042874,-2.072717404,-0.005315388,0.014046175
-60,140,6.39E-05,8.16E-05,-1.56E-05,1.871829023,-2.031508557,-2.083247662,-0.004784638,0.015831057
-60,160,5.98E-05,7.97E-05,-1.41E-05,1.876559527,-2.060006313,-2.090732315,-0.004340364,0.017030061
-60,180,5.58E-05,7.80E-05,-1.28E-05,1.882350041,-2.085992448,-2.096430095,-0.003948225,0.018168678
-60,200,5.16E-05,7.65E-05,-1.16E-05,1.890231014,-2.108404704,-2.101519966,-0.003560152,0.019161159
-60,220,4.91E-05,7.51E-05,-1.08E-05,1.88947831,-2.128379106,-2.107170577,-0.00324667,0.020034354
-60,240,4.71E-05,7.39E-05,-1.01E-05,1.895769283,-2.145497177,-2.112841083,-0.002845143,0.021107227
-60,260,4.52E-05,7.29E-05,-9.54E-06,1.903791067,-2.162184996,-2.118690703,-0.002713908,0.0217288
-40,-260,5.03E-05,1.31E-04,-1.99E-05,-1.409515996,2.14082106,2.04067806,-0.01548204,-0.030013004
-40,-240,5.29E-05,1.33E-04,-2.15E-05,-1.395938546,2.120991192,2.033850705,-0.015258178,-0.029414754
-40,-220,5.68E-05,1.36E-04,-2.38E-05,-1.438975173,2.100932743,2.024228194,-0.015157359,-0.028392385
-40,-200,6.23E-05,1.40E-04,-2.70E-05,-1.406999606,2.077179454,2.010454262,-0.014967049,-0.027544957
-40,-180,6.79E-05,1.45E-04,-3.07E-05,-1.401395359,2.047416396,1.996718318,-0.014768906,-0.026659406
-40,-160,7.52E-05,1.51E-04,-3.55E-05,-1.380268893,2.012671793,1.977796844,-0.014514383,-0.025494099
-40,-140,8.55E-05,1.58E-04,-4.24E-05,-1.352636729,1.965986082,1.958236486,-0.014269542,-0.024151715
-40,-120,9.80E-05,1.69E-04,-5.15E-05,-1.310831594,1.916238692,1.933159313,-0.013893344,-0.022746084
-40,-100,1.22E-04,1.83E-04,-6.79E-05,-1.283333776,1.839139366,1.892419926,-0.013557393,-0.020580971
-40,-80,1.62E-04,2.05E-04,-9.41E-05,-1.216169125,1.745513691,1.830910363,-0.013088952,-0.018345239
-40,-60,2.08E-04,2.29E-04,-1.25E-04,-1.117969303,1.581663872,1.706789346,-0.012562323,-0.015256569
-40,-40,0.000233324,0.000233216,-0.000139628,0.200434883,0.200571225,-7.05E-05,-0.011612757,-0.011688516
-40,-20,2.30E-04,2.16E-04,-1.30E-04,1.525783143,-1.236424633,-1.731975008,-0.009779908,-0.006886684
-40,0,2.00E-04,1.88E-04,-1.04E-04,1.619896061,-1.446205574,-1.864051283,-0.008197274,-0.002053121
-40,20,1.70E-04,1.60E-04,-7.87E-05,1.675804863,-1.594073902,-1.93842748,-0.006861084,0.002223068
-40,40,1.36E-04,1.36E-04,-5.55E-05,1.716407305,-1.715703651,-1.977760063,-0.005793954,0.005757396
-40,60,1.10E-04,1.20E-04,-4.03E-05,1.743241631,-1.807274495,-2.012659358,-0.004865886,0.008874589
-40,80,8.99E-05,1.11E-04,-3.03E-05,1.7617365,-1.880092362,-2.031427244,-0.004112801,0.011352999
-40,100,7.98E-05,1.05E-04,-2.52E-05,1.778873002,-1.937558232,-2.049453043,-0.003353653,0.013357341
-40,120,7.32E-05,9.93E-05,-2.18E-05,1.795174518,-1.981555057,-2.060565578,-0.002599351,0.015253262
-40,140,6.60E-05,9.44E-05,-1.86E-05,1.804882658,-2.024722755,-2.070144879,-0.002061499,0.016940137
-40,160,6.13E-05,9.07E-05,-1.66E-05,1.812396296,-2.054944778,-2.078268248,-0.001569815,0.018199825
-40,180,5.72E-05,8.76E-05,-1.49E-05,1.819036354,-2.081438392,-2.085168756,-0.001142355,0.019327736
-40,200,5.27E-05,8.50E-05,-1.33E-05,1.824840139,-2.10343397,-2.090500254,-0.000738348,0.020342467
-40,220,4.99E-05,8.28E-05,-1.22E-05,1.83022129,-2.124498987,-2.096432661,-0.000401212,0.021219289
-40,240,4.78E-05,8.10E-05,-1.14E-05,1.83443166,-2.14252334,-2.10168348,-5.46E-05,0.022165813
-40,260,4.58E-05,7.96E-05,-1.06E-05,1.83443166,-2.14252334,-2.10168348,-5.46E-05,0.022165813
-20,-260,4.89E-05,1.19E-04,-1.74E-05,-1.564226364,2.146954836,2.064430738,-0.011016986,-0.027638547
-20,-240,5.13E-05,1.22E-04,-1.88E-05,-1.56064219,2.129706681,2.056238974,-0.010779875,-0.02690547
-20,-220,5.42E-05,1.25E-04,-2.05E-05,-1.549828275,2.108226472,2.048902619,-0.010537663,-0.026101503
-20,-200,5.92E-05,1.29E-04,-2.30E-05,-1.538217602,2.086566762,2.040589269,-0.010280272,-0.025376131
-20,-180,6.42E-05,1.33E-04,-2.60E-05,-1.533130466,2.06032137,2.029811781,-0.010075658,-0.024400215
-20,-160,7.00E-05,1.38E-04,-2.97E-05,-1.522696992,2.028323284,2.01777449,-0.009777541,-0.0234591
-20,-140,7.91E-05,1.45E-04,-3.53E-05,-1.505652717,1.986232962,1.999837327,-0.009356234,-0.021832605
-20,-120,8.82E-05,1.52E-04,-4.16E-05,-1.45282097,1.939065005,1.982018846,-0.008942325,-0.020221869
-20,-100,1.04E-04,1.63E-04,-5.19E-05,-1.442406591,1.877540767,1.952592163,-0.008602524,-0.018339142
-20,-80,1.35E-04,1.79E-04,-7.17E-05,-1.396188607,1.801077699,1.917407428,-0.008109709,-0.016061059
-20,-60,1.77E-04,2.05E-04,-1.01E-04,-1.335416973,1.691500688,1.847795869,-0.007506399,-0.013214509
-20,-40,2.16E-04,2.30E-04,-1.30E-04,-1.236533905,1.525146357,1.73127412,-0.006900913,-0.009915385
-20,-20,0.000246496,0.000246392,-0.000151356,0.100241282,0.100338941,-0.000326048,-0.005835813,-0.005806877
-20,0,2.27E-04,2.21E-04,-1.31E-04,1.492548258,-1.406303028,-1.712694812,-0.004234539,-0.001350617
-20,20,1.97E-04,1.97E-04,-1.06E-04,1.540845141,-1.540313065,-1.874924546,-0.003200437,0.003243265
-20,40,1.60E-04,1.70E-04,-7.87E-05,1.590850471,-1.672715692,-1.934618707,-0.002113106,0.007118895
-20,60,1.25E-04,1.48E-04,-5.54E-05,1.633836546,-1.781656106,-1.9777045,-0.001186398,0.010229498
-20,80,9.89E-05,1.33E-04,-4.02E-05,1.657671335,-1.859118938,-2.006198466,-0.000504949,0.012774524
-20,100,8.48E-05,1.23E-04,-3.18E-05,1.690385531,-1.924586951,-2.026499118,0.000230777,0.014973855
-20,120,7.68E-05,1.16E-04,-2.68E-05,1.703534737,-1.971105737,-2.040131396,0.000708741,0.016640407
-20,140,6.88E-05,1.10E-04,-2.28E-05,1.716403703,-2.015253596,-2.054317268,0.001096506,0.018219222
-20,160,6.34E-05,1.06E-04,-2.01E-05,1.724995372,-2.050216493,-2.064130442,0.001503742,0.019594008
-20,180,5.90E-05,1.02E-04,-1.80E-05,1.739899983,-2.076014448,-2.07208741,0.001907202,0.020604408
-20,200,5.45E-05,9.96E-05,-1.61E-05,1.74946282,-2.09937585,-2.078954688,0.002376711,0.021679906
-20,220,5.10E-05,9.71E-05,-1.47E-05,1.753572949,-2.120626238,-2.086102381,0.002714664,0.022564877
-20,240,4.88E-05,9.45E-05,-1.36E-05,1.756234806,-2.139615749,-2.091981503,0.002927093,0.02340973
-20,260,4.67E-05,9.19E-05,-1.26E-05,1.764948732,-2.156632333,-2.096981482,0.003213864,0.024108138
0,-260,4.77E-05,1.05E-04,-1.48E-05,-1.664387143,2.151931692,2.083120351,-0.006661194,-0.02571466
0,-240,4.99E-05,1.08E-04,-1.59E-05,-1.647340903,2.134809085,2.075935307,-0.006517952,-0.02506827
0,-220,5.24E-05,1.11E-04,-1.73E-05,-1.647922665,2.115536539,2.069208142,-0.006390302,-0.024244692
0,-200,5.66E-05,1.14E-04,-1.93E-05,-1.647947924,2.093964329,2.061818425,-0.006157359,-0.023362899
0,-180,6.13E-05,1.18E-04,-2.17E-05,-1.634503384,2.068835819,2.054474639,-0.005778993,-0.022477296
0,-160,6.62E-05,1.23E-04,-2.45E-05,-1.619464677,2.039528152,2.044111119,-0.005484187,-0.021534858
0,-140,7.34E-05,1.28E-04,-2.86E-05,-1.615730816,2.002156123,2.031744305,-0.005235054,-0.019884062
0,-120,8.18E-05,1.35E-04,-3.39E-05,-1.596655216,1.956841123,2.016755953,-0.004781883,-0.018261964
0,-100,9.27E-05,1.44E-04,-4.10E-05,-1.575672524,1.905475573,1.994901666,-0.004288678,-0.016625871
0,-80,1.14E-04,1.57E-04,-5.41E-05,-1.550029371,1.832783699,1.967954538,-0.00358339,-0.014266757
0,-60,1.47E-04,1.76E-04,-7.55E-05,-1.515651867,1.749160846,1.927540682,-0.002908748,-0.011652427
0,-40,1.88E-04,2.00E-04,-1.04E-04,-1.443997339,1.618364658,1.869158861,-0.002112724,-0.008270501
0,-20,2.21E-04,2.27E-04,-1.31E-04,-1.406152585,1.491846428,1.713204038,-0.001359826,-0.004237733
0,0,0.000247236,0.000245112,-0.000151024,0,0,0,0,0
0,20,2.21E-04,2.27E-04,-1.31E-04,1.406152585,-1.491846428,-1.713204038,0.001359826,0.004237733
0,40,1.88E-04,2.00E-04,-1.04E-04,1.443997339,-1.618364658,-1.869158861,0.002112724,0.008270501
0,60,1.47E-04,1.76E-04,-7.55E-05,1.515651867,-1.749160846,-1.927540682,0.002908748,0.011652427
0,80,1.14E-04,1.57E-04,-5.41E-05,1.550029371,-1.832783699,-1.967954538,0.00358339,0.014266757
0,100,9.27E-05,1.44E-04,-4.10E-05,1.575672524,-1.905475573,-1.994901666,0.004288678,0.016625871
0,120,8.18E-05,1.36E-04,-3.39E-05,1.596655216,-1.956841123,-2.016755953,0.004781883,0.018261964
0,140,7.34E-05,1.28E-04,-2.86E-05,1.615730816,-2.002156123,-2.031744305,0.005235054,0.019884062
0,160,6.62E-05,1.23E-04,-2.45E-05,1.619464677,-2.039528152,-2.044111119,0.005484187,0.021534858
0,180,6.13E-05,1.18E-04,-2.17E-05,1.634503384,-2.068835819,-2.054474639,0.005778993,0.022477296
0,200,5.66E-05,1.14E-04,-1.93E-05,1.647947924,-2.093964329,-2.061818425,0.006157359,0.023362899
0,220,5.24E-05,1.11E-04,-1.73E-05,1.647922665,-2.115536539,-2.069208142,0.006390302,0.024244692
0,240,4.99E-05,1.08E-04,-1.59E-05,1.647340903,-2.134809085,-2.075935307,0.006517952,0.02506827
0,260,4.77E-05,1.05E-04,-1.48E-05,1.664387143,-2.151931692,-2.083120351,0.006661194,0.02571466
20,-260,4.67E-05,9.19E-05,-1.26E-05,1.764948732,-2.156632333,-2.096981482,-0.003213864,-0.024108138
20,-240,4.88E-05,9.45E-05,-1.36E-05,1.756234806,-2.139615749,-2.091981503,-0.002927093,-0.02340973
20,-220,5.10E-05,9.71E-05,-1.47E-05,1.753572949,-2.120626238,-2.086102381,-0.002714664,-0.022564877
20,-200,5.45E-05,9.96E-05,-1.61E-05,1.74946282,-2.09937585,-2.078954688,-0.002376711,-0.021679906
20,-180,5.90E-05,1.02E-04,-1.80E-05,1.739899983,-2.076014448,-2.07208741,-0.001907202,-0.020604408
20,-160,6.34E-05,1.06E-04,-2.01E-05,1.724995372,-2.050216493,-2.064130442,-0.001503742,-0.019594008
20,-140,6.88E-05,1.10E-04,-2.28E-05,1.716403703,-2.015253596,-2.054317268,-0.001096506,-0.018219222
20,-120,7.68E-05,1.16E-04,-2.68E-05,1.703534737,-1.971105737,-2.040131396,-0.000708741,-0.016640407
20,-100,8.48E-05,1.23E-04,-3.18E-05,1.690385531,-1.924586951,-2.026499118,-0.000230777,-0.014973855
20,-80,9.89E-05,1.33E-04,-4.02E-05,1.657671335,-1.859118938,-2.006198466,0.000504949,-0.012774524
20,-60,1.25E-04,1.48E-04,-5.54E-05,1.633836546,-1.781656106,-1.9777045,0.001186398,-0.010229498
20,-40,1.60E-04,1.70E-04,-7.87E-05,1.590850471,-1.672715692,-1.934618707,0.002113106,-0.007118895
20,-20,1.97E-04,1.97E-04,-1.06E-04,1.540845141,-1.540313065,-1.874924546,0.003200437,-0.003243265
20,0,2.27E-04,2.21E-04,-1.31E-04,1.492548258,-1.406303028,-1.712694812,0.004234539,0.001350617
20,20,0.000246496,0.000246392,-0.000151356,0.100241282,0.100338941,-0.000326048,0.005835813,0.005806877
20,40,2.16E-04,2.30E-04,-1.30E-04,-1.236533905,1.525146357,1.73127412,0.006900913,0.009915385
20,60,1.77E-04,2.05E-04,-1.01E-04,-1.335416973,1.691500688,1.847795869,0.007506399,0.013214509
20,80,1.35E-04,1.79E-04,-7.17E-05,-1.396188607,1.801077699,1.917407428,0.008109709,0.016061059
20,100,1.04E-04,1.63E-04,-5.19E-05,-1.442406591,1.877540767,1.952592163,0.008602524,0.018339142
20,120,8.82E-05,1.52E-04,-4.16E-05,-1.45282097,1.939065005,1.982018846,0.008942325,0.020221869
20,140,7.91E-05,1.45E-04,-3.53E-05,-1.505652717,1.986232962,1.999837327,0.009356234,0.021832605
20,160,7.00E-05,1.38E-04,-2.97E-05,-1.522696992,2.028323284,2.01777449,0.009777541,0.0234591
20,180,6.42E-05,1.33E-04,-2.60E-05,-1.533130466,2.06032137,2.029811781,0.010075658,0.024400215
20,200,5.92E-05,1.29E-04,-2.30E-05,-1.538217602,2.086566762,2.040589269,0.010280272,0.025376131
20,220,5.42E-05,1.25E-04,-2.05E-05,-1.549828275,2.108226472,2.048902619,0.010537663,0.026101503
20,240,5.13E-05,1.22E-04,-1.88E-05,-1.56064219,2.129706681,2.056238974,0.010779875,0.02690547
20,260,4.89E-05,1.19E-04,-1.74E-05,-1.564226364,2.146954836,2.064430738,0.011016986,0.027638547
40,-260,4.58E-05,7.96E-05,-1.06E-05,1.83443166,-2.14252334,-2.10168348,5.46E-05,-0.022165813
40,-240,4.78E-05,8.10E-05,-1.14E-05,1.83443166,-2.14252334,-2.10168348,5.46E-05,-0.022165813
40,-220,4.99E-05,8.28E-05,-1.22E-05,1.83022129,-2.124498987,-2.096432661,0.000401212,-0.021219289
40,-200,5.27E-05,8.50E-05,-1.33E-05,1.824840139,-2.10343397,-2.090500254,0.000738348,-0.020342467
40,-180,5.72E-05,8.76E-05,-1.49E-05,1.819036354,-2.081438392,-2.085168756,0.001142355,-0.019327736
40,-160,6.13E-05,9.07E-05,-1.66E-05,1.812396296,-2.054944778,-2.078268248,0.001569815,-0.018199825
40,-140,6.60E-05,9.44E-05,-1.86E-05,1.804882658,-2.024722755,-2.070144879,0.002061499,-0.016940137
40,-120,7.32E-05,9.93E-05,-2.18E-05,1.795174518,-1.981555057,-2.060565578,0.002599351,-0.015253262
40,-100,7.98E-05,1.05E-04,-2.52E-05,1.778873002,-1.937558232,-2.049453043,0.003353653,-0.013357341
40,-80,8.99E-05,1.11E-04,-3.03E-05,1.7617365,-1.880092362,-2.031427244,0.004112801,-0.011352999
40,-60,1.10E-04,1.20E-04,-4.03E-05,1.743241631,-1.807274495,-2.012659358,0.004865886,-0.008874589
40,-40,1.36E-04,1.36E-04,-5.55E-05,1.716407305,-1.715703651,-1.977760063,0.005793954,-0.005757396
40,-20,1.70E-04,1.60E-04,-7.87E-05,1.675804863,-1.594073902,-1.93842748,0.006861084,-0.002223068
40,0,2.00E-04,1.88E-04,-1.04E-04,1.619896061,-1.446205574,-1.864051283,0.008197274,0.002053121
40,20,2.30E-04,2.16E-04,-1.30E-04,1.525783143,-1.236424633,-1.731975008,0.009779908,0.006886684
40,40,0.000233324,0.000233216,-0.000139628,0.200434883,0.200571225,-7.05E-05,0.011612757,0.011688516
40,60,2.08E-04,2.29E-04,-1.25E-04,-1.117969303,1.581663872,1.706789346,0.012562323,0.015256569
40,80,1.62E-04,2.05E-04,-9.41E-05,-1.216169125,1.745513691,1.830910363,0.013088952,0.018345239
40,100,1.22E-04,1.83E-04,-6.79E-05,-1.283333776,1.839139366,1.892419926,0.013557393,0.020580971
40,120,9.80E-05,1.69E-04,-5.15E-05,-1.310831594,1.916238692,1.933159313,0.013893344,0.022746084
40,140,8.55E-05,1.58E-04,-4.24E-05,-1.352636729,1.965986082,1.958236486,0.014269542,0.024151715
40,160,7.52E-05,1.51E-04,-3.55E-05,-1.380268893,2.012671793,1.977796844,0.014514383,0.025494099
40,180,6.79E-05,1.45E-04,-3.07E-05,-1.401395359,2.047416396,1.996718318,0.014768906,0.026659406
40,200,6.23E-05,1.40E-04,-2.70E-05,-1.406999606,2.077179454,2.010454262,0.014967049,0.027544957
40,220,5.68E-05,1.36E-04,-2.38E-05,-1.438975173,2.100932743,2.024228194,0.015157359,0.028392385
40,240,5.29E-05,1.33E-04,-2.15E-05,-1.395938546,2.120991192,2.033850705,0.015258178,0.029414754
40,260,5.03E-05,1.31E-04,-1.99E-05,-1.409515996,2.14082106,2.04067806,0.01548204,0.030013004
60,-260,4.52E-05,7.29E-05,-9.54E-06,1.903791067,-2.162184996,-2.118690703,0.002713908,-0.0217288
60,-240,4.71E-05,7.39E-05,-1.01E-05,1.895769283,-2.145497177,-2.112841083,0.002845143,-0.021107227
60,-220,4.91E-05,7.51E-05,-1.08E-05,1.88947831,-2.128379106,-2.107170577,0.00324667,-0.020034354
60,-200,5.16E-05,7.65E-05,-1.16E-05,1.890231014,-2.108404704,-2.101519966,0.003560152,-0.019161159
60,-180,5.58E-05,7.80E-05,-1.28E-05,1.882350041,-2.085992448,-2.096430095,0.003948225,-0.018168678
60,-160,5.98E-05,7.97E-05,-1.41E-05,1.876559527,-2.060006313,-2.090732315,0.004340364,-0.017030061
60,-140,6.39E-05,8.16E-05,-1.56E-05,1.871829023,-2.031508557,-2.083247662,0.004784638,-0.015831057
60,-120,7.03E-05,8.40E-05,-1.77E-05,1.86275961,-1.99042874,-2.072717404,0.005315388,-0.014046175
60,-100,7.64E-05,8.72E-05,-2.01E-05,1.850848142,-1.946877046,-2.064128985,0.006072785,-0.012402485
60,-80,8.45E-05,9.21E-05,-2.36E-05,1.839835485,-1.893939214,-2.050745101,0.006817065,-0.010312047
60,-60,9.90E-05,9.90E-05,-2.98E-05,1.826357845,-1.825331329,-2.03441011,0.007677977,-0.007837804
60,-40,1.21E-04,1.10E-04,-4.03E-05,1.807784287,-1.743141892,-2.016460956,0.008792939,-0.00482887
60,-20,1.48E-04,1.25E-04,-5.54E-05,1.784892445,-1.639946555,-1.977440393,0.0101753,-0.001229827
60,0,1.76E-04,1.47E-04,-7.55E-05,1.747457313,-1.507545114,-1.931913408,0.011513272,0.002758722
60,20,2.05E-04,1.77E-04,-1.01E-04,1.691742789,-1.336026185,-1.848869704,0.013102787,0.007536033
60,40,2.29E-04,2.07E-04,-1.25E-04,1.582844696,-1.117826669,-1.709618195,0.015242747,0.012684078
60,60,0.000220684,0.000220572,-0.00012852,0.300826041,0.301078052,-0.000163257,0.017432229,0.017545958
60,80,1.92E-04,2.17E-04,-1.14E-04,-0.985478309,1.634027722,1.672313124,0.018364297,0.020794181
60,100,1.47E-04,2.01E-04,-8.65E-05,-1.113565288,1.790978564,1.803426256,0.018711564,0.022867244
60,120,1.11E-04,1.85E-04,-6.37E-05,-1.142288112,1.880399435,1.863296865,0.019072548,0.024906561
60,140,9.36E-05,1.74E-04,-5.13E-05,-1.179266075,1.945576181,1.905152567,0.01936072,0.026487453
60,160,8.27E-05,1.66E-04,-4.33E-05,-1.184426192,1.983559247,1.932501148,0.019704969,0.028301632
60,180,7.25E-05,1.58E-04,-3.63E-05,-1.145914896,2.030520415,1.95578659,0.019845141,0.029491886
60,200,6.60E-05,1.52E-04,-3.17E-05,-1.261775521,2.063370744,1.972423623,0.020120865,0.030345869
60,220,6.03E-05,1.47E-04,-2.78E-05,-1.265638405,2.095150235,1.984229779,0.020103392,0.03067786
60,240,5.51E-05,1.42E-04,-2.45E-05,-1.276157571,2.116714481,1.996443335,0.020324316,0.031447381
60,260,5.20E-05,1.39E-04,-2.24E-05,-1.29715517,2.133771289,2.009735255,0.020522042,0.032464642
