I_total_max,I_total_min,Irip,Ia_max,Ia_min,Ia_amp,Brmax,Brmin,dBr,Blmax,Blmin,dBl,Bumax,Bumin,dBu,Leakr_max,Leakl_max
240.11602986086626,204.14885095166096,35.9671789092053,127.18005701464017,93.75478935496882,33.42526765967135,1.4575189934786068,-0.4430515799009997,0.9502852866898033,1.4736779273225649,-0.4227464667814294,0.9482121970519971,1.2760341933519226,-1.224746935222207,1.2503905642870647,0.03417074044487256,0.03424073863042765
